All event log messages.
Date:	2018-03-18 10:55:39
System Name:	C11_R11_R12_05-101065
Controller Name:	192.168.0.11
Controller Id	05-101065

RobotWare: 6.03.02.00
Key:	
Options:	
	RobotWare Base
	687-1 Advanced Robot Motion
	613-1 Collision Detection
	709-1 DeviceNet Master/Slave
	689-1 Externally Guided Motion (EGM)
	617-1 FlexPendant Interface
	614-1 FTP and NFS client
	610-1 Independent Axis
	623-1 Multitasking
	604-1 MultiMove Coordinated
	612-1 Path Offset
	611-1 Path Recovery
	616-1 PC Interface
	888-2 PROFINET Controller/Device
	688-1 RobotStudio App Connect
	885-1 SoftMove
	603-1 Absolute Accuracy
	English
	608-1 World Zones
	976-1 T10 Jogging Device
	812-1 Production Manager

Robot1
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position X3
	ADU-790A in position Y3
	ADU-790A in position Z3

Robot2
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position Z3
	ADU-790A in position X3
	ADU-790A in position Y3

SAC
	Key:	
Options:	
	Standalone Controller
		XYZ with no TCP
			Standalone Controller
				XYZ with no TCP

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
534548    	I   	Operational         	10012   	Safety guard stop state                 	2018-03-18 10:11:01 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
534549    	E   	System              	20205   	Auto Stop open                          	2018-03-18 10:11:01 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
534550    	I   	Operational         	10015   	Manual mode selected                    	2018-03-18 10:11:09 	The system is in the Manual mode.	{args: }
534551    	I   	Operational         	10010   	Motors OFF state                        	2018-03-18 10:11:36 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
534552    	I   	Operational         	10011   	Motors ON state                         	2018-03-18 10:11:37 	The system is in the Motors ON state.	{args: }
534553    	I   	Operational         	10012   	Safety guard stop state                 	2018-03-18 10:12:46 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
534554    	I   	Operational         	10016   	Automatic mode requested                	2018-03-18 10:12:48 	The system has been ordered to go to the Automatic mode.	{args: }
534555    	I   	Operational         	10010   	Motors OFF state                        	2018-03-18 10:12:49 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
534556    	I   	Operational         	10012   	Safety guard stop state                 	2018-03-18 10:12:49 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
534557    	I   	Operational         	10017   	Automatic mode confirmed                	2018-03-18 10:12:54 	The system is in the Automatic mode.	{args: }
534558    	I   	Operational         	10010   	Motors OFF state                        	2018-03-18 10:13:05 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
534559    	I   	Operational         	10011   	Motors ON state                         	2018-03-18 10:13:08 	The system is in the Motors ON state.	{args: }
534560    	W   	Operational         	10095   	At least one task is unchecked in the task selection panel	2018-03-18 10:13:13 	One or more of the NORMAL tasks are unchecked in the task selection panel when performing a (re)start.	{args: }
534561    	I   	Operational         	10052   	Regain start                            	2018-03-18 10:13:13 	A regain movement has started.	{args: "0"}
534562    	I   	Operational         	10053   	Regain ready                            	2018-03-18 10:13:14 	The regain movement is ready.	{args: "0"}
534563    	I   	Operational         	10156   	Program restarted                       	2018-03-18 10:13:14 	Execution of task T_ROB11 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB11"}
534564    	I   	Operational         	10156   	Program restarted                       	2018-03-18 10:13:14 	Execution of task T_ROB12 has been restarted from where it was previously stopped. The originator is an external client.	{args: "2", "T_ROB12"}
534565    	I   	Operational         	10156   	Program restarted                       	2018-03-18 10:13:14 	Execution of task T_MASTER has been restarted from where it was previously stopped. The originator is an external client.	{args: "3", "T_MASTER"}
534566    	I   	Operational         	10156   	Program restarted                       	2018-03-18 10:13:14 	Execution of task SENDER has been restarted from where it was previously stopped. The originator is an external client.	{args: "4", "SENDER"}
534567    	I   	Operational         	10156   	Program restarted                       	2018-03-18 10:13:14 	Execution of task RECEIVER has been restarted from where it was previously stopped. The originator is an external client.	{args: "5", "RECEIVER"}
534568    	I   	User                	80003   	T_ROB12 A019 Station Wait done          	2018-03-18 10:14:10 	rLogMsg	{args: "T_ROB12 A019 Station Wait done", "rLogMsg"}
534569    	I   	User                	80003   	T_ROB11 R11_A000 Sync R11 and R12 done  	2018-03-18 10:14:11 	rLogMsg	{args: "T_ROB11 R11_A000 Sync R11 and R12 done", "rLogMsg"}
534570    	I   	User                	80003   	T_ROB12 R12_A000 Sync R11 and R12 done  	2018-03-18 10:14:11 	rLogMsg	{args: "T_ROB12 R12_A000 Sync R11 and R12 done", "rLogMsg"}
534571    	I   	User                	80003   	T_ROB11 R11_A000 Sync R11 and R12 done  	2018-03-18 10:14:12 	rLogMsg	{args: "T_ROB11 R11_A000 Sync R11 and R12 done", "rLogMsg"}
534572    	I   	User                	80003   	T_ROB12 R12_A000 Sync R11 and R12 done  	2018-03-18 10:14:12 	rLogMsg	{args: "T_ROB12 R12_A000 Sync R11 and R12 done", "rLogMsg"}
534573    	I   	User                	80003   	T_ROB11 A019 Station Workplace 1 done   	2018-03-18 10:14:48 	rLogMsg	{args: "T_ROB11 A019 Station Workplace 1 done", "rLogMsg"}
534574    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:14:49 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_MovToStaPosWP1/MoveAbsJ/1197.	{args: "T_ROB11", "/A019_Features_11/r_A019_MovToStaPosWP1/MoveAbsJ/1197"}
534575    	I   	User                	80003   	T_ROB11 A019 Safe position done         	2018-03-18 10:15:12 	rLogMsg	{args: "T_ROB11 A019 Safe position done", "rLogMsg"}
534576    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:15:12 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534577    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:15:13 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_MovToSafePos/MoveAbsJ/1302.	{args: "T_ROB11", "/A019_Features_11/r_A019_MovToSafePos/MoveAbsJ/1302"}
534578    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp1 done	2018-03-18 10:15:37 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp1 done", "rLogMsg"}
534579    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:37 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534580    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:37 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534581    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:37 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534582    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:37 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534583    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:37 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534584    	W   	Program             	41617   	Too intense frequency of Write Instructions	2018-03-18 10:15:38 	A high usage frequency of user interface write instructions, such as TPWrite, has forced the program execution to slow down.	{args: }
534585    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:38 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534586    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill on done        	2018-03-18 10:15:44 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill on done", "rLogMsg"}
534587    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:15:47 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534588    	I   	User                	80003   	T_ROB11 A019 Mill done                  	2018-03-18 10:15:47 	rLogMsg	{args: "T_ROB11 A019 Mill done", "rLogMsg"}
534589    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:15:47 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534590    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:15:48 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Mill/iGPSMoveL/1492.	{args: "T_ROB11", "/A019_Features_11/r_A019_Mill/iGPSMoveL/1492"}
534591    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp1 done	2018-03-18 10:15:56 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp1 done", "rLogMsg"}
534592    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:56 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534593    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:56 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534594    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:56 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534595    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534596    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534597    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:15:57 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534598    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill on done        	2018-03-18 10:16:03 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill on done", "rLogMsg"}
534599    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:16:05 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
534600    	I   	User                	80003   	T_ROB11 A019 Mill done                  	2018-03-18 10:16:06 	rLogMsg	{args: "T_ROB11 A019 Mill done", "rLogMsg"}
534601    	I   	User                	80003   	T_ROB11 R11_A000 Clear Position Buffer done	2018-03-18 10:16:06 	rLogMsg	{args: "T_ROB11 R11_A000 Clear Position Buffer done", "rLogMsg"}
534602    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:16:07 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Mill/iGPSMoveL/1492.	{args: "T_ROB11", "/A019_Features_11/r_A019_Mill/iGPSMoveL/1492"}
534603    	I   	User                	80003   	T_ROB11 A019 iGPS correction with tool tT11TimSp1 done	2018-03-18 10:16:16 	rLogMsg	{args: "T_ROB11 A019 iGPS correction with tool tT11TimSp1 done", "rLogMsg"}
534604    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:16:16 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534605    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:16:16 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534606    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:16:16 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534607    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:16:16 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534608    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:16:16 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
534609    	I   	User                	80003   	T_ROB11 R11_A000 Fill Position Buffer done	2018-03-18 10:16:17 	rLogMsg	{args: "T_ROB11 R11_A000 Fill Position Buffer done", "rLogMsg"}
